food,unit,kcal,protein,carb,fat,source
檳榔心芋(2021年取樣),100 g,107.0,1.1,24.8,0.0,TFDA
檸檬,100 g,33.0,0.7,7.4,0.5,TFDA
檸檬愛玉凍,100 g,53.0,,13.1,,TFDA
檸檬果乾,100 g,344.0,0.8,84.6,0.2,TFDA
檸檬柑,100 g,48.0,1.1,12.2,0.1,TFDA
檸檬汁(綠皮),100 g,31.0,0.4,6.9,0.6,TFDA
檸檬汁(非原汁),100 g,33.0,0.8,7.1,0.1,TFDA
檸檬汁(黃皮),100 g,30.0,0.5,7.2,0.3,TFDA
檸檬汁平均值,100 g,31.0,0.5,7.0,0.4,TFDA
櫻桃,100 g,75.0,1.2,19.1,0.3,TFDA
櫻桃小番茄,100 g,34.0,0.9,8.1,0.1,TFDA
櫻桃蘿蔔,100 g,11.0,0.6,2.3,0.0,TFDA
櫻桃鴨胸肉片,100 g,227.0,16.7,4.7,17.2,TFDA
正櫻蝦(熟),100 g,97.0,19.6,0.0,1.4,TFDA
正櫻蝦(生),100 g,88.0,17.9,0.0,1.3,TFDA
正櫻蝦乾,100 g,253.0,52.6,13.4,3.1,TFDA
正鰹,100 g,149.0,23.1,0.0,5.6,TFDA
毛綠豆,100 g,346.0,22.1,63.6,1.2,TFDA
毛豆仁,100 g,129.0,14.6,12.5,3.3,TFDA
毛豆莢(高雄13號),100 g,137.0,11.6,13.2,5.1,TFDA
毛鱗魚,100 g,145.0,14.1,0.4,9.4,TFDA
毛鱗魚(柳葉魚)(裹粉未炸),100 g,171.0,12.9,19.0,4.9,TFDA
水果QQ軟糖,100 g,343.0,6.8,78.3,0.2,TFDA
水果軟糖,100 g,411.0,1.3,82.6,8.4,TFDA
水煎包,100 g,166.0,4.3,25.2,5.4,TFDA
水耕波士頓萵苣,100 g,14.0,1.3,1.2,0.7,TFDA
水菜(日本種),100 g,11.0,1.2,1.6,0.2,TFDA
水蕹菜,100 g,24.0,2.6,3.3,0.5,TFDA
水蜜桃,100 g,40.0,0.9,9.9,0.1,TFDA
水蜜桃平均值,100 g,39.0,0.9,9.7,0.2,TFDA
水餃皮,100 g,264.0,7.8,57.0,0.5,TFDA
汽水(綜合口味),100 g,42.0,,10.6,,TFDA
汽水(維生素強化),100 g,46.0,,11.5,,TFDA
沖泡濃湯(海鮮),100 g,355.0,11.2,62.0,6.9,TFDA
沙其馬,100 g,487.0,5.6,60.2,24.8,TFDA
沙士,100 g,37.0,,9.2,,TFDA
沙士(低糖),100 g,43.0,0.0,10.9,0.0,TFDA
沙拉筍塊,100 g,24.0,1.6,4.8,0.1,TFDA
沙拉醬,100 g,645.0,1.9,11.4,65.7,TFDA
沙拉醬(2021年取樣),100 g,630.0,1.9,16.8,61.7,TFDA
沙朗牛排,100 g,162.0,20.4,1.5,8.3,TFDA
沙茶粉,100 g,507.0,15.0,47.0,28.8,TFDA
沙茶醬,100 g,729.0,10.2,10.4,71.8,TFDA
油條,100 g,551.0,10.1,37.3,40.2,TFDA
油炸脫水甘藷,100 g,525.0,2.3,61.2,30.1,TFDA
油炸花生仁,100 g,623.0,28.9,18.0,48.4,TFDA
油茶油,100 g,883.0,0.0,0.0,99.9,TFDA
油菜(有機),100 g,13.0,1.3,2.2,0.1,TFDA
油菜心,100 g,31.0,3.2,4.0,0.9,TFDA
油菜籽油,100 g,883.0,0.0,0.0,99.9,TFDA
油蔥酥,100 g,518.0,7.4,57.1,28.8,TFDA
油豆腐粉絲(阿給),100 g,146.0,6.9,15.7,6.2,TFDA
油魚卵(加工),100 g,416.0,46.6,0.0,27.3,TFDA
油麵條,100 g,361.0,11.4,76.3,1.2,TFDA
法式奶酥醬,100 g,596.0,6.7,37.6,46.5,TFDA
法式羊排,100 g,260.0,18.8,0.0,20.0,TFDA
法式香蒜醬,100 g,791.0,1.1,3.8,85.7,TFDA
泡芙(巧克力),100 g,590.0,10.3,46.2,40.4,TFDA
泡魷魚,100 g,50.0,11.3,3.0,0.2,TFDA
泡麵(牛肉口味),100 g,473.0,9.6,53.6,24.5,TFDA
泡麵(鮮蝦口味),100 g,475.0,9.6,55.5,23.8,TFDA
波紋橫簾蛤,100 g,48.0,9.2,4.6,1.0,TFDA
泥螺,100 g,95.0,21.5,0.3,0.3,TFDA
泰勃圓鰺,100 g,113.0,22.8,1.4,1.7,TFDA
泰國芭樂,100 g,38.0,0.8,9.7,0.1,TFDA
洋芋片,100 g,553.0,5.2,55.8,34.3,TFDA
洋菇,100 g,25.0,3.0,3.8,0.2,TFDA
洋菇罐頭,100 g,31.0,2.9,4.3,0.3,TFDA
洋蔥粉,100 g,377.0,8.1,82.1,1.8,TFDA
洋蔥麵包醬,100 g,276.0,1.0,9.5,26.1,TFDA
洋香瓜(卡蜜拉),100 g,38.0,0.6,9.5,0.2,TFDA
洋香瓜(新世紀),100 g,39.0,0.7,10.1,0.0,TFDA
洋香菜片,100 g,312.0,24.4,47.7,7.5,TFDA
洛神花乾,100 g,306.0,9.0,71.2,0.6,TFDA
津輕蜜蘋果,100 g,56.0,0.2,15.1,0.2,TFDA
海帶卷,100 g,14.0,0.7,2.8,0.2,TFDA
海帶平均值,100 g,19.0,0.7,4.2,0.1,TFDA
海帶梗,100 g,14.0,0.4,3.2,0.0,TFDA
海帶結,100 g,17.0,0.8,3.6,0.1,TFDA
海帶絲,100 g,22.0,0.7,5.0,0.1,TFDA
海帶茸,100 g,29.0,1.1,6.5,0.0,TFDA
海梨桶柑,100 g,44.0,0.9,11.0,0.2,TFDA
海綿蛋糕(圓形),100 g,344.0,5.1,40.2,18.1,TFDA
海苔醬,100 g,223.0,6.4,49.3,0.0,TFDA
海蜇皮,100 g,19.0,4.4,2.2,0.0,TFDA
海頓芒果,100 g,60.0,0.4,15.7,0.2,TFDA
海鮮醬,100 g,228.0,1.8,50.3,2.2,TFDA
海鱸蝦仁,100 g,73.0,16.3,1.3,0.4,TFDA
海鱺,100 g,106.0,20.4,0.0,2.1,TFDA
海鱺魚片,100 g,264.0,19.3,0.0,20.1,TFDA
液體奶精,100 g,262.0,3.9,2.5,26.3,TFDA
液體奶精(2021年),100 g,242.0,2.2,4.2,24.0,TFDA
淡煉乳,100 g,137.0,6.5,9.1,8.3,TFDA
淡色醬油,100 g,78.0,7.1,11.5,0.4,TFDA
淮山,100 g,363.0,5.3,82.4,0.3,TFDA
深海鱗角魚,100 g,80.0,17.7,0.0,0.5,TFDA
清腿(土雞),100 g,142.0,20.4,0.0,6.1,TFDA
清腿(肉雞),100 g,173.0,16.6,0.0,11.3,TFDA
清腿平均值,100 g,157.0,18.5,0.0,8.7,TFDA
清蒸蝦仁肉圓,100 g,152.0,4.6,16.7,7.4,TFDA
溫州餛飩,100 g,145.0,6.5,11.9,7.9,TFDA
溫泉蛋,100 g,137.0,12.9,3.8,7.8,TFDA
滑菇,100 g,27.0,2.6,4.7,0.2,TFDA
滷牛筋,100 g,119.0,21.1,2.6,2.8,TFDA
滷蛋平均值,100 g,184.0,16.4,4.6,11.1,TFDA
滷蛋白平均值,100 g,87.0,16.7,4.6,0.2,TFDA
滷蛋黃平均值,100 g,379.0,17.0,1.9,33.7,TFDA
滷豬腳,100 g,237.0,28.4,0.0,15.4,TFDA
漢堡包,100 g,322.0,9.1,54.9,7.4,TFDA
澳洲甜橙(進口),100 g,46.0,0.9,11.6,0.1,TFDA
澳洲綠蘆筍(粗短型),100 g,20.0,2.5,3.1,0.2,TFDA
澳洲胡蘿蔔(細長型),100 g,34.0,1.7,7.5,0.1,TFDA
濁水米粉,100 g,357.0,5.3,81.1,1.3,TFDA
火炭母草,100 g,12.0,1.6,1.2,0.4,TFDA
火腿蛋三明治,100 g,275.0,10.9,28.2,13.2,TFDA
火雞肉,100 g,141.0,21.1,0.0,5.6,TFDA
灰海荷蝹,100 g,101.0,21.0,0.0,1.3,TFDA
灰海鰻,100 g,97.0,20.5,0.0,1.0,TFDA
炒板條,100 g,149.0,4.2,23.7,4.2,TFDA
炒蛋(加油3大匙),100 g,215.0,12.9,4.6,16.1,TFDA
炸排粉,100 g,344.0,11.9,70.0,1.8,TFDA
炸醬,100 g,398.0,14.6,6.7,34.7,TFDA
炸雞粉,100 g,333.0,8.3,71.0,1.7,TFDA
烏梅汁,100 g,58.0,0.3,13.8,0.2,TFDA
烏殼綠竹筍,100 g,21.0,1.8,3.8,0.2,TFDA
烏賊精囊,100 g,43.0,9.8,6.4,0.2,TFDA
烏醋,100 g,37.0,0.5,8.7,0.0,TFDA
烏骨雞,100 g,212.0,17.9,0.9,15.1,TFDA
烏骨雞蛋,100 g,160.0,12.7,2.4,11.6,TFDA
烏骨雞蛋白,100 g,47.0,10.6,1.7,0.0,TFDA
烏骨雞蛋黃,100 g,344.0,15.5,1.4,30.6,TFDA
烏鯧,100 g,94.0,20.4,0.0,0.8,TFDA
"烏龍奶茶(去冰,全糖)",100 g,75.0,0.2,12.3,2.8,TFDA
"烏龍奶茶(去冰,半糖)",100 g,62.0,0.2,9.6,2.6,TFDA
"烏龍奶茶(去冰,微糖)",100 g,59.0,0.2,8.1,2.9,TFDA
烏龍茶,100 g,0.0,0.1,0.1,,TFDA
"烏龍茶(去冰,全糖)",100 g,36.0,0.1,8.8,0.0,TFDA
"烏龍茶(去冰,半糖)",100 g,21.0,0.1,5.2,0.0,TFDA
"烏龍茶(去冰,微糖)",100 g,16.0,0.1,3.8,0.0,TFDA
烏龍茶茶湯,100 g,0.0,0.0,0.0,,TFDA
烘烤黑豆,100 g,435.0,39.0,32.4,20.1,TFDA
烤布丁,100 g,138.0,4.7,13.8,7.1,TFDA
烤肉醬,100 g,157.0,5.2,32.1,0.8,TFDA
烤酥油,100 g,883.0,0.0,0.0,99.9,TFDA
烤雞,100 g,233.0,22.8,3.6,14.2,TFDA
無子紅葡萄(含皮),100 g,72.0,0.5,19.2,0.1,TFDA
無子芭樂,100 g,33.0,0.7,8.6,0.0,TFDA
無斑圓鰺,100 g,119.0,23.9,0.0,1.9,TFDA
無籽西瓜,100 g,33.0,0.9,8.2,0.0,TFDA
無糖咖啡飲料,100 g,4.0,0.2,0.5,0.1,TFDA
無糖黑芝麻醬,100 g,612.0,20.7,17.7,56.0,TFDA
無花果,100 g,67.0,1.2,16.5,0.4,TFDA
無花果乾,100 g,328.0,3.6,77.8,4.3,TFDA
無蛋沙拉醬,100 g,479.0,1.8,19.0,44.0,TFDA
無蛋沙拉醬(2021年取樣),100 g,631.0,0.3,22.9,59.8,TFDA
無骨牛小排(美牛),100 g,335.0,15.6,0.2,29.8,TFDA
煎蛋(不加油),100 g,161.0,13.5,4.9,11.3,TFDA
煎餅,100 g,444.0,6.3,78.3,11.7,TFDA
煙台白菜,100 g,14.0,1.3,2.2,0.3,TFDA
熟桂竹筍,100 g,21.0,2.1,3.5,0.2,TFDA
熟水餃(高麗菜水餃),100 g,199.0,7.4,19.7,10.1,TFDA
熟油茶油,100 g,883.0,0.0,0.0,99.9,TFDA
熟箭竹筍,100 g,20.0,2.1,2.9,0.3,TFDA
熟紫菜,100 g,294.0,18.1,62.4,0.4,TFDA
熟蓮藕,100 g,50.0,1.1,11.0,0.1,TFDA
熟蓮藕切片(水煮),100 g,73.0,0.8,16.9,0.0,TFDA
熟豬肚,100 g,137.0,16.0,2.7,7.6,TFDA
熟鵝腿肉,100 g,285.0,18.5,0.0,23.6,TFDA
熱狗,100 g,257.0,13.3,10.2,18.1,TFDA
熱狗粉,100 g,355.0,8.4,78.4,0.9,TFDA
燒餅,100 g,323.0,9.1,51.1,9.1,TFDA
燕麥,100 g,406.0,10.9,67.4,10.2,TFDA
燕麥奶,100 g,44.0,1.0,8.1,0.8,TFDA
燕麥片,100 g,393.0,12.3,64.1,9.7,TFDA
營養口糧,100 g,424.0,6.8,79.7,8.7,TFDA
片狀肉乾(牛肉),100 g,335.0,30.3,41.8,5.2,TFDA
"片狀肉乾(牛肉,辣味)",100 g,335.0,38.0,29.9,7.0,TFDA
片狀肉乾(豬肉),100 g,329.0,30.0,41.0,5.0,TFDA
牛五花肉火鍋片,100 g,430.0,15.7,0.0,40.3,TFDA
牛修清前胸肉,100 g,120.0,22.3,0.9,2.8,TFDA
牛前胸肉,100 g,331.0,14.8,0.0,29.7,TFDA
牛去骨肩胛小排,100 g,233.0,16.9,1.2,17.9,TFDA
牛奶巧克力,100 g,546.0,9.4,54.0,32.6,TFDA
牛奶果,100 g,62.0,0.8,15.8,0.3,TFDA
牛奶軟糖,100 g,424.0,2.9,78.0,11.1,TFDA
牛奶鳳梨,100 g,60.0,0.8,15.4,0.3,TFDA
牛嫩肩里肌火鍋片,100 g,188.0,20.0,1.8,11.4,TFDA
牛小排平均值,100 g,325.0,15.1,0.0,28.9,TFDA
牛後腿肉,100 g,122.0,19.4,3.7,4.3,TFDA
牛後腿股肉,100 g,153.0,20.6,0.8,7.2,TFDA
牛後腿腱子心,100 g,139.0,19.8,0.0,6.0,TFDA
牛後腿腱子心(2022年取樣),100 g,151.0,23.7,4.0,5.5,TFDA
牛心柿,100 g,62.0,0.5,16.5,0.2,TFDA
牛排醬,100 g,130.0,2.5,30.1,0.0,TFDA
牛梅花肉火鍋片,100 g,120.0,20.3,0.9,3.7,TFDA
牛油(未精煉),100 g,642.0,0.0,4.2,71.9,TFDA
牛油(精煉),100 g,885.0,0.0,0.6,99.1,TFDA
牛番茄,100 g,19.0,0.7,4.0,0.1,TFDA
牛筋,100 g,157.0,21.7,3.3,7.2,TFDA
牛紐約客火鍋片,100 g,263.0,20.1,0.0,19.6,TFDA
牛肉火鍋片平均值,100 g,250.0,19.1,0.0,18.7,TFDA
牛肉醬,100 g,507.0,17.0,22.2,38.9,TFDA
牛肉餡餅,100 g,225.0,9.6,23.3,10.4,TFDA
牛肉香腸,100 g,298.0,20.7,7.8,20.5,TFDA
牛肋條,100 g,225.0,18.6,1.1,16.2,TFDA
牛肋條(2021年取樣),100 g,358.0,15.7,0.3,32.3,TFDA
牛肚(瘤胃),100 g,44.0,7.5,0.0,1.4,TFDA
牛肚(蜂巢胃),100 g,107.0,19.0,0.0,2.8,TFDA
牛肚切片(瘤胃),100 g,67.0,15.3,0.3,0.2,TFDA
牛肚平均值,100 g,56.0,11.4,0.1,0.8,TFDA
牛舌餅,100 g,411.0,5.7,67.4,13.2,TFDA
牛蒡,100 g,84.0,2.5,19.1,0.4,TFDA
牛軋糖,100 g,477.0,9.7,60.8,21.7,TFDA
牡蠣干,100 g,243.0,41.0,26.2,7.5,TFDA
犬牙南極魚切片,100 g,282.0,12.1,0.0,25.5,TFDA
狀元瓜,100 g,27.0,0.7,6.6,0.1,TFDA
狗母魚(蛇鯔),100 g,103.0,20.8,0.1,1.6,TFDA
猴頭菇,100 g,30.0,2.1,5.9,0.2,TFDA
猴頭菇罐頭,100 g,31.0,1.0,6.5,0.1,TFDA
玉文芒果,100 g,62.0,0.5,16.1,0.3,TFDA
玉桂西瓜子,100 g,529.0,31.1,23.8,34.4,TFDA
玉米油,100 g,883.0,0.0,0.1,99.8,TFDA
玉米濃湯調理包,100 g,369.0,4.4,74.7,5.9,TFDA
玉米筍,100 g,33.0,1.8,7.0,0.2,TFDA
玉米粉,100 g,369.0,0.3,88.3,0.4,TFDA
玉米粒罐頭,100 g,90.0,2.3,16.9,1.4,TFDA
玉米胚芽,100 g,366.0,7.0,80.3,0.9,TFDA
玉米醬罐頭,100 g,66.0,1.4,14.0,0.4,TFDA
玉米餅乾(原味),100 g,504.0,7.6,63.8,24.3,TFDA
玉荷苞荔枝,100 g,68.0,1.2,17.3,0.2,TFDA
玫瑰桃,100 g,51.0,1.2,12.8,0.1,TFDA
玫瑰菇,100 g,35.0,4.5,5.6,0.1,TFDA
珊瑚菇,100 g,33.0,4.0,5.2,0.2,TFDA
"珍珠奶茶(去冰,全糖)",100 g,94.0,0.2,17.9,2.4,TFDA
"珍珠奶茶(去冰,半糖)",100 g,84.0,0.2,14.5,2.7,TFDA
"珍珠奶茶(去冰,微糖)",100 g,75.0,0.2,13.5,2.3,TFDA
珍珠小白菜,100 g,11.0,1.5,1.7,0.1,TFDA
珍珠芭樂,100 g,42.0,0.7,10.6,0.2,TFDA
珍珠苦瓜,100 g,19.0,0.7,4.2,0.1,TFDA
珍珠蜜棗,100 g,46.0,1.1,11.7,0.0,TFDA
珠貝(乾),100 g,228.0,48.9,6.1,2.2,TFDA
球莖甘藍,100 g,20.0,1.6,3.6,0.2,TFDA
環文蛤,100 g,46.0,8.7,3.7,1.0,TFDA
環紋簑鮋,100 g,79.0,18.4,0.0,0.1,TFDA
甘扁桃仁(熟),100 g,588.0,21.9,23.2,49.8,TFDA
甘扁桃仁片(熟),100 g,618.0,23.4,14.8,56.9,TFDA
甘扁桃仁片(生),100 g,564.0,27.3,17.0,47.8,TFDA
甘納豆,100 g,333.0,6.6,74.5,1.0,TFDA
甘草粉,100 g,341.0,9.2,73.4,3.6,TFDA
甘草葵瓜子(帶殼),100 g,564.0,26.8,25.8,39.3,TFDA
甘蔗鳳梨,100 g,57.0,0.7,15.1,0.1,TFDA
甘薯蜜餞,100 g,347.0,0.9,84.3,0.6,TFDA
甘藍(圓球形),100 g,24.0,1.4,4.9,0.2,TFDA
甘藍(圓球形)(2021年取樣),100 g,20.0,0.8,4.6,0.0,TFDA
甘藍(扁圓形),100 g,21.0,1.1,4.3,0.2,TFDA
甘藍乾,100 g,194.0,7.2,38.9,1.1,TFDA
甘藍平均值,100 g,23.0,1.3,4.8,0.1,TFDA
甘藍芽,100 g,33.0,2.7,5.4,0.6,TFDA
甘藷粉,100 g,358.0,1.0,85.5,0.2,TFDA
甘藷葉,100 g,28.0,3.2,4.4,0.3,TFDA
甜柿(進口),100 g,57.0,0.6,15.3,0.1,TFDA
甜柿平均值,100 g,57.0,0.5,15.2,0.1,TFDA
甜核桃,100 g,723.0,14.4,14.7,67.4,TFDA
甜椒(橙皮),100 g,35.0,0.9,7.7,0.3,TFDA
甜椒(紅皮),100 g,33.0,0.8,7.1,0.5,TFDA
甜椒(青皮),100 g,23.0,0.8,4.9,0.3,TFDA
甜椒(黃皮),100 g,28.0,0.8,6.0,0.3,TFDA
甜椒平均值(青皮),100 g,29.0,1.0,5.9,0.4,TFDA
甜橙平均值(普遍系),100 g,46.0,0.8,11.3,0.2,TFDA
甜玉米,100 g,107.0,3.3,17.8,2.5,TFDA
甜瓜平均值(光皮洋香瓜),100 g,30.0,0.9,7.2,0.1,TFDA
甜瓜平均值(東洋系脆瓜),100 g,37.0,1.0,8.9,0.2,TFDA
甜瓜平均值(網紋洋香瓜),100 g,37.0,0.9,9.3,0.0,TFDA
甜蜜桃,100 g,39.0,0.9,9.6,0.2,TFDA
甜蜜蜜鳳梨,100 g,42.0,1.0,10.6,0.1,TFDA
甜豌豆莢,100 g,42.0,3.0,7.4,0.2,TFDA
甜辣醬,100 g,116.0,1.0,28.1,0.0,TFDA
甜酒釀,100 g,163.0,5.0,34.8,0.4,TFDA
甜麵醬,100 g,216.0,4.5,44.0,2.4,TFDA
生啤酒,100 g,50.0,0.4,8.2,0.0,TFDA
生核桃,100 g,667.0,15.4,11.2,67.9,TFDA
番石榴(珍珠拔)(有機),100 g,40.0,0.6,10.4,0.1,TFDA
番鴨,100 g,229.0,18.2,0.0,16.7,TFDA
發芽稉米(台稉71號),100 g,357.0,7.4,73.9,2.8,TFDA
發芽稉米(台稉9號）,100 g,353.0,8.2,74.1,1.9,TFDA
發芽稉米平均值,100 g,355.0,7.8,74.0,2.3,TFDA
白姑魚,100 g,97.0,18.8,0.0,1.8,TFDA
白對蝦(大),100 g,109.0,22.3,0.0,1.5,TFDA
白對蝦(小),100 g,96.0,21.4,0.0,0.5,TFDA
白對蝦(小)(2022年取樣),100 g,93.0,20.3,1.3,0.7,TFDA
白對蝦平均值,100 g,99.0,21.3,0.0,0.9,TFDA
白巧克力風味糖,100 g,562.0,8.6,53.8,34.7,TFDA
白帶魚,100 g,102.0,19.6,0.0,2.0,TFDA
白柚,100 g,37.0,0.6,9.6,0.1,TFDA
白櫻桃,100 g,69.0,0.7,18.4,0.1,TFDA
白毛木耳,100 g,45.0,1.2,10.6,0.1,TFDA
白油桃,100 g,37.0,0.6,9.3,0.1,TFDA
白洋蔥,100 g,42.0,1.0,10.0,0.1,TFDA
白海參,100 g,32.0,7.4,0.0,0.1,TFDA
白玉米,100 g,66.0,3.4,11.5,0.6,TFDA
白皮甘藷,100 g,119.0,1.3,27.5,0.1,TFDA
白皮蛇瓜,100 g,19.0,1.4,3.2,0.3,TFDA
白糯米粉,100 g,360.0,4.5,82.3,0.4,TFDA
白緣星鱠,100 g,101.0,19.9,0.0,1.8,TFDA
白肉鮭魚切片,100 g,151.0,22.6,0.3,6.1,TFDA
白胡椒粉,100 g,342.0,3.7,78.8,1.1,TFDA
白芝麻(熟),100 g,626.0,20.3,15.7,58.7,TFDA
白芝麻(熟)2022年取樣),100 g,601.0,21.7,21.2,52.4,TFDA
白芝麻(生),100 g,598.0,22.3,15.0,54.9,TFDA
白芝麻油,100 g,884.0,0.1,0.0,100.0,TFDA
白芝麻糖,100 g,521.0,8.4,62.9,26.2,TFDA
白芝麻麵包醬,100 g,685.0,20.0,15.3,60.4,TFDA
白茯苓,100 g,316.0,1.0,79.9,0.2,TFDA
白莧菜,100 g,17.0,1.9,2.6,0.3,TFDA
白菜芽,100 g,54.0,2.6,11.5,0.3,TFDA
白葡萄酒,100 g,90.0,0.1,14.2,0.0,TFDA
白蘆筍,100 g,25.0,1.8,4.9,0.2,TFDA
白蘿蔔,100 g,16.0,0.7,3.3,0.1,TFDA
白蘿蔔(長形),100 g,19.0,0.4,4.4,0.1,TFDA
白蘿蔔平均值,100 g,18.0,0.5,3.9,0.1,TFDA
白蠔菇,100 g,33.0,2.2,6.4,0.3,TFDA
白醬,100 g,61.0,1.2,6.8,3.2,TFDA
白饅頭,100 g,248.0,8.1,51.3,1.2,TFDA
白馬頭魚,100 g,91.0,19.2,0.1,1.0,TFDA
白鱸,100 g,76.0,17.7,1.0,0.1,TFDA
白鳳菜,100 g,27.0,2.0,4.8,0.4,TFDA
白鳳豆(台灣),100 g,348.0,27.4,56.4,2.8,TFDA
白鳳豆(進口),100 g,325.0,20.1,60.0,1.3,TFDA
白鳳豆平均值,100 g,337.0,23.8,58.2,2.1,TFDA
百合鱗片,100 g,137.0,3.8,32.3,0.1,TFDA
百頁豆腐,100 g,196.0,13.4,6.3,13.1,TFDA
百香果(台農一號),100 g,102.0,2.0,21.3,2.2,TFDA
百香果汁,100 g,73.0,0.9,18.6,0.4,TFDA
皇宮菜,100 g,22.0,2.2,3.5,0.3,TFDA
皇宮西瓜,100 g,32.0,0.7,8.1,0.1,TFDA
相模後海螯蝦,100 g,79.0,17.9,0.0,0.3,TFDA
真烏賊(大),100 g,61.0,13.9,0.8,0.3,TFDA
真烏賊(小),100 g,53.0,10.5,6.6,0.9,TFDA
真烏賊平均值,100 g,57.0,12.2,3.7,0.6,TFDA
真牡蠣,100 g,49.0,9.0,1.8,1.2,TFDA
真牡蠣平均值,100 g,54.0,9.4,4.2,1.6,TFDA
真鯛(11月),100 g,105.0,20.3,0.0,2.0,TFDA
真鯛(1月),100 g,100.0,20.1,0.7,1.6,TFDA
真鯛(3月),100 g,101.0,20.8,0.7,1.3,TFDA
真鯛(5月),100 g,87.0,20.0,0.0,0.1,TFDA
真鯛(8月),100 g,176.0,20.6,1.7,9.8,TFDA
真鯛(9月),100 g,92.0,21.6,0.0,0.0,TFDA
真鯛平均值(去皮),100 g,110.0,20.6,0.2,2.5,TFDA
眼斑擬石首魚,100 g,95.0,19.7,0.9,1.2,TFDA
眼眶魚,100 g,113.0,20.3,0.2,2.9,TFDA
石狗公,100 g,80.0,18.3,0.0,0.2,TFDA
石蓮花,100 g,11.0,0.4,2.2,0.1,TFDA
砂糖橘,100 g,50.0,0.7,12.6,0.3,TFDA
礁膜,100 g,16.0,0.3,3.7,0.1,TFDA
福壽桃,100 g,47.0,0.9,11.9,0.2,TFDA
福氏鸚哥魚(去皮),100 g,84.0,19.6,0.2,0.0,TFDA
秀珍菇,100 g,28.0,3.3,4.6,0.1,TFDA
秀珍菇罐頭,100 g,30.0,1.7,4.7,0.5,TFDA
秈型糯米(台中糯70號),100 g,361.0,7.9,78.4,0.9,TFDA
秈米(台中在來2號),100 g,355.0,8.2,76.3,1.0,TFDA
秈米(台中秈10號),100 g,358.0,7.4,78.5,0.7,TFDA
秈米(台中秈10號)(2024年取樣),100 g,357.0,6.1,79.8,0.6,TFDA
秈米平均值,100 g,357.0,7.8,77.4,0.9,TFDA
秈米粉,100 g,363.0,4.2,83.4,0.4,TFDA
秋刀魚,100 g,277.0,18.8,4.1,21.8,TFDA
秋香洋香瓜,100 g,34.0,1.0,8.4,0.0,TFDA
秋香蘋果,100 g,45.0,0.3,12.3,0.0,TFDA
